video_id,student_id,age,gender,major,education,attitude,exam,focus,curiosity,interest,priors,compliance,smartness,family
2,1198,from 32 to 38 years old,male,Health and Life Sciences,master,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,not curious at all in the course,super interested in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents do not care about education at all
2,1199,from 25 to 31 years old,others in addition to female or male,Social Sciences,high school,not motivated at all,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,super interested in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents have a strong academic background
2,1200,larger than 39 years old,male,Humanities and Arts,master,not motivated at all,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
2,1201,from 32 to 38 years old,female,Social Sciences,high school,not motivated at all,has low GPA and often makes mistakes in post-test of the course,very focused,curious to explore everything in the course,super interested in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
2,1202,from 32 to 38 years old,male,Health and Life Sciences,doctor,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,not curious at all in the course,not interested at all in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents do not care about education at all
2,1203,from 32 to 38 years old,others in addition to female or male,Health and Life Sciences,doctor,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents have a strong academic background
2,1204,larger than 39 years old,female,Engineering and Technology,high school,very motivated,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
2,1205,larger than 39 years old,male,Engineering and Technology,undergraduate,not motivated at all,has high GPA and often answers post-test questions correctly after the course,very focused,curious to explore everything in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
2,1206,from 18 to 24 years old,male,Social Sciences,doctor,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents have a strong academic background
2,1207,from 18 to 24 years old,others in addition to female or male,Social Sciences,master,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,not curious at all in the course,super interested in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents have a strong academic background
2,1208,from 18 to 24 years old,others in addition to female or male,Humanities and Arts,undergraduate,very motivated,has high GPA and often answers post-test questions correctly after the course,very focused,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents have a strong academic background
2,1209,from 18 to 24 years old,female,Business and Economics,master,not motivated at all,has high GPA and often answers post-test questions correctly after the course,very focused,not curious at all in the course,not interested at all in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents have a strong academic background
2,1210,from 32 to 38 years old,female,Health and Life Sciences,high school,not motivated at all,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents have a strong academic background
2,1211,larger than 39 years old,female,Health and Life Sciences,undergraduate,very motivated,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,super interested in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents do not care about education at all
2,1212,larger than 39 years old,female,Engineering and Technology,master,not motivated at all,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,not interested at all in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
2,1213,from 25 to 31 years old,others in addition to female or male,Business and Economics,undergraduate,not motivated at all,has low GPA and often makes mistakes in post-test of the course,very focused,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
2,1214,from 32 to 38 years old,female,Business and Economics,master,not motivated at all,has low GPA and often makes mistakes in post-test of the course,very focused,curious to explore everything in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
2,1215,from 18 to 24 years old,female,Humanities and Arts,master,not motivated at all,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,not curious at all in the course,super interested in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents do not care about education at all
2,1216,larger than 39 years old,male,Humanities and Arts,master,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents do not care about education at all
2,1217,from 25 to 31 years old,male,Health and Life Sciences,undergraduate,very motivated,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents have a strong academic background
2,1218,from 18 to 24 years old,others in addition to female or male,Health and Life Sciences,doctor,not motivated at all,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents have a strong academic background
2,1219,larger than 39 years old,female,Humanities and Arts,undergraduate,very motivated,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,super interested in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
2,1220,larger than 39 years old,others in addition to female or male,Natural Sciences,doctor,not motivated at all,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents do not care about education at all
2,1221,from 25 to 31 years old,female,Social Sciences,master,very motivated,has high GPA and often answers post-test questions correctly after the course,very focused,not curious at all in the course,not interested at all in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents have a strong academic background
2,1222,from 32 to 38 years old,female,Business and Economics,master,very motivated,has high GPA and often answers post-test questions correctly after the course,very focused,not curious at all in the course,not interested at all in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
2,1223,from 32 to 38 years old,others in addition to female or male,Health and Life Sciences,undergraduate,very motivated,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,not curious at all in the course,not interested at all in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents have a strong academic background
2,1224,from 18 to 24 years old,male,Business and Economics,doctor,not motivated at all,has low GPA and often makes mistakes in post-test of the course,very focused,curious to explore everything in the course,super interested in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents do not care about education at all
2,1225,from 25 to 31 years old,male,Engineering and Technology,undergraduate,very motivated,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,not interested at all in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
2,1226,from 25 to 31 years old,male,Natural Sciences,master,not motivated at all,has low GPA and often makes mistakes in post-test of the course,very focused,curious to explore everything in the course,super interested in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents have a strong academic background
2,1227,from 18 to 24 years old,others in addition to female or male,Humanities and Arts,doctor,very motivated,has low GPA and often makes mistakes in post-test of the course,very focused,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents do not care about education at all
2,1228,from 18 to 24 years old,others in addition to female or male,Engineering and Technology,doctor,not motivated at all,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
2,1229,from 18 to 24 years old,male,Business and Economics,doctor,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,super interested in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents have a strong academic background
2,1230,from 32 to 38 years old,male,Social Sciences,doctor,very motivated,has high GPA and often answers post-test questions correctly after the course,very focused,curious to explore everything in the course,not interested at all in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
2,1231,from 32 to 38 years old,others in addition to female or male,Social Sciences,undergraduate,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents do not care about education at all
2,1232,from 18 to 24 years old,male,Engineering and Technology,high school,not motivated at all,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents have a strong academic background
2,1233,from 25 to 31 years old,others in addition to female or male,Engineering and Technology,undergraduate,not motivated at all,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
2,1234,larger than 39 years old,male,Business and Economics,high school,very motivated,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents do not care about education at all
2,1235,from 18 to 24 years old,others in addition to female or male,Social Sciences,master,not motivated at all,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents have a strong academic background
2,1236,from 32 to 38 years old,others in addition to female or male,Humanities and Arts,doctor,very motivated,has high GPA and often answers post-test questions correctly after the course,very focused,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
2,1237,from 18 to 24 years old,male,Health and Life Sciences,undergraduate,very motivated,has high GPA and often answers post-test questions correctly after the course,very focused,not curious at all in the course,super interested in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents have a strong academic background
2,1238,larger than 39 years old,female,Engineering and Technology,undergraduate,not motivated at all,has high GPA and often answers post-test questions correctly after the course,very focused,not curious at all in the course,not interested at all in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents have a strong academic background
2,1239,from 25 to 31 years old,others in addition to female or male,Social Sciences,master,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents have a strong academic background
2,1240,from 18 to 24 years old,male,Business and Economics,doctor,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,super interested in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents have a strong academic background
2,1241,from 18 to 24 years old,others in addition to female or male,Natural Sciences,high school,not motivated at all,has high GPA and often answers post-test questions correctly after the course,very focused,not curious at all in the course,not interested at all in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents do not care about education at all
2,1242,from 18 to 24 years old,male,Engineering and Technology,master,not motivated at all,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents do not care about education at all
2,1243,from 32 to 38 years old,others in addition to female or male,Health and Life Sciences,master,very motivated,has high GPA and often answers post-test questions correctly after the course,very focused,curious to explore everything in the course,super interested in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
2,1244,larger than 39 years old,female,Health and Life Sciences,doctor,not motivated at all,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,not curious at all in the course,not interested at all in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents have a strong academic background
2,1245,larger than 39 years old,male,Business and Economics,high school,very motivated,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,super interested in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents do not care about education at all
2,1246,from 32 to 38 years old,others in addition to female or male,Humanities and Arts,doctor,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,not curious at all in the course,not interested at all in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
2,1247,larger than 39 years old,others in addition to female or male,Engineering and Technology,master,very motivated,has high GPA and often answers post-test questions correctly after the course,very focused,curious to explore everything in the course,not interested at all in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents do not care about education at all
2,1248,from 25 to 31 years old,male,Business and Economics,doctor,very motivated,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents do not care about education at all
2,1249,larger than 39 years old,others in addition to female or male,Natural Sciences,high school,very motivated,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents have a strong academic background
2,1250,from 32 to 38 years old,others in addition to female or male,Social Sciences,high school,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,super interested in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents have a strong academic background
2,1251,from 18 to 24 years old,others in addition to female or male,Engineering and Technology,undergraduate,not motivated at all,has low GPA and often makes mistakes in post-test of the course,very focused,curious to explore everything in the course,super interested in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents do not care about education at all
2,1252,from 32 to 38 years old,others in addition to female or male,Humanities and Arts,high school,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,super interested in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
2,1253,from 25 to 31 years old,others in addition to female or male,Engineering and Technology,doctor,not motivated at all,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents do not care about education at all
2,1254,from 25 to 31 years old,others in addition to female or male,Health and Life Sciences,high school,not motivated at all,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
2,1255,from 25 to 31 years old,male,Social Sciences,high school,not motivated at all,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents do not care about education at all
2,1256,from 32 to 38 years old,others in addition to female or male,Business and Economics,high school,very motivated,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,super interested in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents have a strong academic background
2,1257,from 32 to 38 years old,male,Business and Economics,high school,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents do not care about education at all
2,1258,from 32 to 38 years old,others in addition to female or male,Business and Economics,master,very motivated,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,super interested in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
2,1259,from 25 to 31 years old,female,Engineering and Technology,high school,not motivated at all,has high GPA and often answers post-test questions correctly after the course,very focused,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents have a strong academic background
2,1260,from 32 to 38 years old,male,Health and Life Sciences,doctor,not motivated at all,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,not curious at all in the course,not interested at all in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents have a strong academic background
2,1261,larger than 39 years old,female,Social Sciences,undergraduate,very motivated,has high GPA and often answers post-test questions correctly after the course,very focused,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents do not care about education at all
2,1262,from 18 to 24 years old,male,Social Sciences,high school,very motivated,has low GPA and often makes mistakes in post-test of the course,very focused,curious to explore everything in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
2,1263,from 32 to 38 years old,female,Natural Sciences,doctor,not motivated at all,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,not curious at all in the course,not interested at all in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents have a strong academic background
2,1264,from 25 to 31 years old,others in addition to female or male,Engineering and Technology,undergraduate,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents have a strong academic background
2,1265,from 32 to 38 years old,female,Natural Sciences,master,not motivated at all,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents have a strong academic background
2,1266,from 32 to 38 years old,others in addition to female or male,Social Sciences,doctor,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,super interested in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents do not care about education at all
2,1267,from 25 to 31 years old,male,Humanities and Arts,undergraduate,very motivated,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents do not care about education at all
2,1268,from 18 to 24 years old,others in addition to female or male,Humanities and Arts,undergraduate,not motivated at all,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,super interested in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents have a strong academic background
2,1269,from 32 to 38 years old,male,Engineering and Technology,undergraduate,very motivated,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
2,1270,from 32 to 38 years old,female,Social Sciences,doctor,very motivated,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,super interested in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
2,1271,from 18 to 24 years old,others in addition to female or male,Natural Sciences,high school,not motivated at all,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,not interested at all in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents do not care about education at all
2,1272,larger than 39 years old,male,Engineering and Technology,high school,not motivated at all,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,not curious at all in the course,super interested in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents have a strong academic background
2,1273,larger than 39 years old,others in addition to female or male,Engineering and Technology,high school,not motivated at all,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,super interested in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents do not care about education at all
2,1274,larger than 39 years old,male,Health and Life Sciences,undergraduate,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents have a strong academic background
2,1275,from 32 to 38 years old,male,Business and Economics,undergraduate,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,super interested in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents do not care about education at all
2,1276,from 18 to 24 years old,male,Business and Economics,doctor,not motivated at all,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,not interested at all in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents do not care about education at all
2,1277,larger than 39 years old,female,Engineering and Technology,undergraduate,not motivated at all,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,super interested in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents do not care about education at all
2,1278,from 18 to 24 years old,female,Natural Sciences,doctor,very motivated,has high GPA and often answers post-test questions correctly after the course,very focused,curious to explore everything in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents do not care about education at all
2,1279,from 18 to 24 years old,female,Business and Economics,doctor,very motivated,has high GPA and often answers post-test questions correctly after the course,very focused,not curious at all in the course,not interested at all in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
2,1280,larger than 39 years old,others in addition to female or male,Business and Economics,master,very motivated,has high GPA and often answers post-test questions correctly after the course,very focused,curious to explore everything in the course,super interested in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
2,1281,from 18 to 24 years old,male,Humanities and Arts,high school,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,super interested in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents do not care about education at all
3,1282,larger than 39 years old,female,Humanities and Arts,high school,not motivated at all,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents do not care about education at all
3,1283,from 18 to 24 years old,male,Health and Life Sciences,master,very motivated,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,not interested at all in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents have a strong academic background
3,1284,larger than 39 years old,female,Natural Sciences,doctor,very motivated,has low GPA and often makes mistakes in post-test of the course,very focused,curious to explore everything in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
3,1285,from 25 to 31 years old,female,Natural Sciences,doctor,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents do not care about education at all
3,1286,from 18 to 24 years old,female,Business and Economics,master,not motivated at all,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,not curious at all in the course,not interested at all in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents do not care about education at all
3,1287,from 32 to 38 years old,female,Health and Life Sciences,high school,not motivated at all,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,super interested in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents have a strong academic background
3,1288,from 25 to 31 years old,female,Social Sciences,master,very motivated,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents do not care about education at all
3,1289,from 32 to 38 years old,male,Natural Sciences,master,not motivated at all,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,super interested in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents have a strong academic background
3,1290,from 18 to 24 years old,female,Humanities and Arts,master,very motivated,has low GPA and often makes mistakes in post-test of the course,very focused,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
3,1291,from 32 to 38 years old,male,Business and Economics,high school,very motivated,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents do not care about education at all
3,1292,from 32 to 38 years old,others in addition to female or male,Social Sciences,high school,very motivated,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,not curious at all in the course,super interested in the course,no background without any prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents have a strong academic background
3,1293,from 32 to 38 years old,female,Health and Life Sciences,master,very motivated,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,not smart and understands things slowly,parents have a strong academic background
3,1294,from 18 to 24 years old,others in addition to female or male,Social Sciences,master,not motivated at all,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,not curious at all in the course,super interested in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents have a strong academic background
3,1295,larger than 39 years old,female,Engineering and Technology,master,not motivated at all,has high GPA and often answers post-test questions correctly after the course,very focused,curious to explore everything in the course,super interested in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents have a strong academic background
3,1296,from 18 to 24 years old,female,Engineering and Technology,doctor,not motivated at all,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,not interested at all in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,smart to understand everything fast,parents do not care about education at all
3,1297,from 32 to 38 years old,male,Health and Life Sciences,high school,very motivated,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,not interested at all in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents have a strong academic background
3,1298,from 32 to 38 years old,female,Health and Life Sciences,undergraduate,not motivated at all,has low GPA and often makes mistakes in post-test of the course,usually absent-minded,not curious at all in the course,super interested in the course,strong background with prior knowledge in this course,well-behaved to follow teachers teaching pace,smart to understand everything fast,parents have a strong academic background
3,1299,from 18 to 24 years old,female,Engineering and Technology,master,very motivated,has high GPA and often answers post-test questions correctly after the course,usually absent-minded,curious to explore everything in the course,super interested in the course,no background without any prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents have a strong academic background
3,1300,from 32 to 38 years old,female,Health and Life Sciences,doctor,not motivated at all,has low GPA and often makes mistakes in post-test of the course,very focused,not curious at all in the course,not interested at all in the course,strong background with prior knowledge in this course,unwilling and struggling to follow teachers,not smart and understands things slowly,parents have a strong academic background
